690 files	Cell Line	Factor	UCSC Accession	Size	Additional Details
Download	HepG2	TEAD4	wgEncodeEH002345	292 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=TEAD4_(SC-101184); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL6019; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Tead4sc101184V0422111UniPk; md5sum=c51b5f1bfc627535439e53c745756c95;
Download	HepG2	USF1	wgEncodeEH001472	461 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=USF-1; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL593; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Usf1Pcr1xUniPk; md5sum=d107d79ed0a608f5b3a19fa11767821a;
Download	HepG2	USF2	wgEncodeEH001804	160 KB	lab=Stanford; view=Peaks; treatment=None; antibody=USF2; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001791; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2Usf2IggrabUniPk; md5sum=7e3749916737a95df12b33a773ac17c1;
Download	HepG2	YY1	wgEncodeEH001661	371 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=YY1_(SC-281); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1781; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Yy1sc281V0416101UniPk; md5sum=8c2a8d7b9056f3acb1892b5ffe540ae8;
Download	HepG2	ZBTB33	wgEncodeEH001503	75 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=ZBTB33; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL593; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Zbtb33Pcr1xUniPk; md5sum=bfb88a8139b2602167dd937b94b2afb9;
Download	HepG2	ZBTB7A	wgEncodeEH002296	174 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=ZBTB7A_(SC-34508); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL3976; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Zbtb7aV0416101UniPk; md5sum=65b9a8b0fcc9ed8b864e2bff16d69009;
Download	HepG2	ZNF274	wgEncodeEH001755	6.1 KB	lab=USC; view=Peaks; treatment=None; antibody=ZNF274; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000674; quality=caution; tableName=wgEncodeAwgTfbsSydhHepg2Znf274UcdUniPk; md5sum=f061cf9a0d85aa66f48d4650776781dd;
Download	IMR90	CEBPB	wgEncodeEH002807	1.5 MB	lab=Stanford; view=Peaks; treatment=None; antibody=CEBPB; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH002808; quality=good; tableName=wgEncodeAwgTfbsSydhImr90CebpbIggrabUniPk; md5sum=47faa027c4a9049aab3161a9706a2212;
Download	IMR90	CTCF	wgEncodeEH002831	977 KB	lab=Stanford; view=Peaks; treatment=None; antibody=CTCF_(SC-15914); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH002808; quality=good; tableName=wgEncodeAwgTfbsSydhImr90CtcfbIggrabUniPk; md5sum=03cb3fd0bb14d9c65ec5d02f68d4ec37;
Download	IMR90	MAFK	wgEncodeEH002832	906 KB	lab=Stanford; view=Peaks; treatment=None; antibody=MafK_(ab50322); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH002808; quality=good; tableName=wgEncodeAwgTfbsSydhImr90MafkIggrabUniPk; md5sum=3e975d98c032454bb32b1482c7b70add;
Download	IMR90	POLR2A	wgEncodeEH002809	357 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Pol2; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH002808; quality=good; tableName=wgEncodeAwgTfbsSydhImr90Pol2IggrabUniPk; md5sum=2ef9b4515b2ef14062f662dfc8e76a5e;
Download	IMR90	RAD21	wgEncodeEH002810	813 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Rad21; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH002808; quality=good; tableName=wgEncodeAwgTfbsSydhImr90Rad21IggrabUniPk; md5sum=acbae37081940a93eb38b11bfe44dc73;
Download	K562	ARID3A	wgEncodeEH002861	205 KB	lab=Stanford; view=Peaks; treatment=None; antibody=ARID3A_(sc-8821); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001795; quality=good; tableName=wgEncodeAwgTfbsSydhK562Arid3asc8821IggrabUniPk; md5sum=ef97e0be3378db7c9f6f3c43d21a06a4;
Download	K562	ATF1	wgEncodeEH002865	365 KB	lab=Harvard; view=Peaks; treatment=None; antibody=ATF1_(06-325); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000615; quality=good; tableName=wgEncodeAwgTfbsSydhK562Atf106325UniPk; md5sum=ca0f6ec6bce120450217b836f3027ce6;
Download	K562	ATF3	wgEncodeEH000700	30 KB	lab=Harvard; view=Peaks; treatment=None; antibody=ATF3; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000615; quality=caution; tableName=wgEncodeAwgTfbsSydhK562Atf3UniPk; md5sum=4fd6e97818f9d8a92453285fe0b5847c;
Download	K562	ATF3	wgEncodeEH001662	305 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=ATF3; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL2455; quality=good; tableName=wgEncodeAwgTfbsHaibK562Atf3V0416101UniPk; md5sum=e842d3f1e7332fc738f1ab074b4039ee;
Download	K562	BACH1	wgEncodeEH002846	99 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Bach1_(sc-14700); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001795; quality=good; tableName=wgEncodeAwgTfbsSydhK562Bach1sc14700IggrabUniPk; md5sum=5d7f99dd9d7bef41ea71695bc7da5848;
Download	K562	BCL3	wgEncodeEH001570	31 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=BCL3; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL2455; quality=good; tableName=wgEncodeAwgTfbsHaibK562Bcl3Pcr1xUniPk; md5sum=529cb3a32cdce14a4891e00a4e78b85e;
Download	K562	BCLAF1	wgEncodeEH001571	85 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=BCLAF1_(SC-101388); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL2455; quality=good; tableName=wgEncodeAwgTfbsHaibK562Bclaf101388Pcr1xUniPk; md5sum=a4631e350819983985b8f1643eb2f819;
Download	K562	BDP1	wgEncodeEH000678	14 KB	lab=Harvard; view=Peaks; treatment=None; antibody=BDP1; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000615; quality=good; tableName=wgEncodeAwgTfbsSydhK562Bdp1UniPk; md5sum=909ac8b5ad85836299c9588d9ec365e4;
Download	K562	BHLHE40	wgEncodeEH001857	545 KB	lab=Stanford; view=Peaks; treatment=None; antibody=BHLHE40_(NB100-1800); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001795; quality=good; tableName=wgEncodeAwgTfbsSydhK562Bhlhe40nb100IggrabUniPk; md5sum=87b416b2d502e7bd2e27dd4d7e60fb9b;
Download	K562	BRF1	wgEncodeEH000679	5.1 KB	lab=Harvard; view=Peaks; treatment=None; antibody=BRF1; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000615; quality=caution; tableName=wgEncodeAwgTfbsSydhK562Brf1UniPk; md5sum=0a9f54fc857f5f4d4cece4c570b2aa0c;
Download	K562	BRF2	wgEncodeEH000767	29 KB	lab=Harvard; view=Peaks; treatment=None; antibody=BRF2; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000615; quality=caution; tableName=wgEncodeAwgTfbsSydhK562Brf2UniPk; md5sum=2d893cf364805ff0a4758d35f0ecf038;
Download	K562	CBX3	wgEncodeEH002383	455 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=CBX3_(SC-101004); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL6023; quality=good; tableName=wgEncodeAwgTfbsHaibK562Cbx3sc101004V0422111UniPk; md5sum=1f6873fdc10a075f9bff53b88c9b8e56;
Download	K562	CCNT2	wgEncodeEH001864	467 KB	lab=Harvard; view=Peaks; treatment=None; antibody=CCNT2; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000615; quality=good; tableName=wgEncodeAwgTfbsSydhK562Ccnt2UniPk; md5sum=999634f292509b952b72c1db05133cd0;
Download	K562	CEBPB	wgEncodeEH001821	872 KB	lab=Stanford; view=Peaks; treatment=None; antibody=CEBPB; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001795; quality=good; tableName=wgEncodeAwgTfbsSydhK562CebpbIggrabUniPk; md5sum=8a7855c095c5bd152f7c74372da17e76;
Download	K562	CEBPB	wgEncodeEH002346	425 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=CEBPB_(SC-150); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL6023; quality=good; tableName=wgEncodeAwgTfbsHaibK562Cebpbsc150V0422111UniPk; md5sum=437d9c560961a5aa2375ecbab03b0e93;
Download	K562	CHD1	wgEncodeEH002088	226 KB	lab=Broad; view=Peaks; treatment=None; antibody=CHD1_(A301-218A); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000052; quality=good; tableName=wgEncodeAwgTfbsBroadK562Chd1a301218aUniPk; md5sum=a16380fc02b67d668afe29a58a2d429f;
Download	K562	CHD2	wgEncodeEH001822	177 KB	lab=Stanford; view=Peaks; treatment=None; antibody=CHD2_(AB68301); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001795; quality=good; tableName=wgEncodeAwgTfbsSydhK562Chd2ab68301IggrabUniPk; md5sum=0b955d63b9d89806e9c402c72cdbd7b7;
Download	K562	CTCF	wgEncodeEH000042	1.2 MB	lab=Broad; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000052; quality=good; tableName=wgEncodeAwgTfbsBroadK562CtcfUniPk; md5sum=919d1986bad2d03b4beb4a40a12f5bb2;
Download	K562	CTCF	wgEncodeEH000399	849 KB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000471; quality=good; tableName=wgEncodeAwgTfbsUwK562CtcfUniPk; md5sum=365af2fdea48c046dafad14b73f69b5d;
Download	K562	CTCF	wgEncodeEH000535	1.0 MB	lab=UT-A; view=Peaks; treatment=None; antibody=CTCF; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000529; quality=good; tableName=wgEncodeAwgTfbsUtaK562CtcfUniPk; md5sum=abeaa0f53dd90820ee12d0b9c897cfbd;
Download	K562	CTCF	wgEncodeEH002279	872 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=CTCF_(SC-5916); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1397; quality=good; tableName=wgEncodeAwgTfbsHaibK562CtcfcPcr1xUniPk; md5sum=2979d9af43d0b551d175976e60d94648;
Download	K562	CTCF	wgEncodeEH002797	1.1 MB	lab=Stanford; view=Peaks; treatment=None; antibody=CTCF_(SC-15914); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001795; quality=good; tableName=wgEncodeAwgTfbsSydhK562CtcfbIggrabUniPk; md5sum=3f6fc0d71ad6665da36736c1edf0318b;
Download	K562	CTCFL	wgEncodeEH001652	218 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=CTCFL_(SC-98982); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL2455; quality=good; tableName=wgEncodeAwgTfbsHaibK562Ctcflsc98982V0416101UniPk; md5sum=dfaa17fc7c4a09a5e138a4f8d7033a0e;
Download	K562	E2F4	wgEncodeEH000671	156 KB	lab=USC; view=Peaks; treatment=None; antibody=E2F4; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000672; quality=good; tableName=wgEncodeAwgTfbsSydhK562E2f4UcdUniPk; md5sum=a4e07b9cd5d57bd0edadcaa61350af70;
Download	K562	E2F6	wgEncodeEH000676	322 KB	lab=USC; view=Peaks; treatment=None; antibody=E2F6; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000672; quality=good; tableName=wgEncodeAwgTfbsSydhK562E2f6UcdUniPk; md5sum=57ea346b6aa8faca6a7c1143566ac6c9;
Download	K562	E2F6	wgEncodeEH001598	484 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=E2F6; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1396; quality=good; tableName=wgEncodeAwgTfbsHaibK562E2f6V0416102UniPk; md5sum=85cadff5211b0587d18413e73f5d1df8;
Download	K562	EGR1	wgEncodeEH001646	737 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=Egr-1; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL2455; quality=good; tableName=wgEncodeAwgTfbsHaibK562Egr1V0416101UniPk; md5sum=c5317faa05a935371b6e5d7feaab01c9;
Download	K562	ELF1	wgEncodeEH001619	535 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=ELF1_(SC-631); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1396; quality=good; tableName=wgEncodeAwgTfbsHaibK562Elf1sc631V0416102UniPk; md5sum=aed641e51b7e6e5b4f1a0f8004abd763;
Download	K562	ELK1	wgEncodeEH003356	70 KB	lab=Stanford; view=Peaks; treatment=None; antibody=ELK1_(1277-1); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001795; quality=caution; tableName=wgEncodeAwgTfbsSydhK562Elk112771IggrabUniPk; md5sum=0d3a49d4d2bf98fda9a34530ad1ab37c;
Download	K562	EP300	wgEncodeEH002086	71 KB	lab=Broad; view=Peaks; treatment=None; antibody=p300; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000052; quality=caution; tableName=wgEncodeAwgTfbsBroadK562P300UniPk; md5sum=6a282cec8b9a926c73416e0f28f4a0bd;
Download	K562	EP300	wgEncodeEH002834	548 KB	lab=Stanford; view=Peaks; treatment=None; antibody=p300; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001795; quality=good; tableName=wgEncodeAwgTfbsSydhK562P300IggrabUniPk; md5sum=3fdb7f80486d16d0b33b1975e29b2a57;
Download	K562	ETS1	wgEncodeEH001580	207 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=ETS1; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL2455; quality=good; tableName=wgEncodeAwgTfbsHaibK562Ets1V0416101UniPk; md5sum=aab179295420a8610b8c4ddf2c1d2fc2;
Download	K562	EZH2	wgEncodeEH002089	44 KB	lab=Broad; view=Peaks; treatment=None; antibody=EZH2_(39875); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000052; quality=caution; tableName=wgEncodeAwgTfbsBroadK562Ezh239875UniPk; md5sum=9f5f7b4138f7a228580a0846dc165303;
Download	K562	FOS	wgEncodeEH000619	150 KB	lab=Yale; view=Peaks; treatment=None; antibody=c-Fos; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000615; quality=good; tableName=wgEncodeAwgTfbsSydhK562CfosUniPk; md5sum=7a99dd377dccd2948d737a1e3f3793aa;
Download	K562	FOS	wgEncodeEH001207	244 KB	lab=UChicago; view=Peaks; treatment=None; antibody=eGFP-FOS; control=Control_eGFP-FOS; dataVersion=ENCODE Mar 2012 Freeze; controlId=K562/Input/Control_eGFP-FOS; quality=good; tableName=wgEncodeAwgTfbsUchicagoK562EfosUniPk; md5sum=2be78930029d1e08f3c75ba097768a7c;
Download	K562	FOSL1	wgEncodeEH001637	219 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=FOSL1_(SC-183); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL2455; quality=good; tableName=wgEncodeAwgTfbsHaibK562Fosl1sc183V0416101UniPk; md5sum=3c1de8e926620550fcc505decfa02445;
Download	K562	GABPA	wgEncodeEH001604	284 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=GABP; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL2455; quality=good; tableName=wgEncodeAwgTfbsHaibK562GabpV0416101UniPk; md5sum=4962dba5ca0ce940a34a9f3f1803b682;
Download	K562	GATA1	wgEncodeEH000638	79 KB	lab=USC; view=Peaks; treatment=None; antibody=GATA-1; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000672; quality=good; tableName=wgEncodeAwgTfbsSydhK562Gata1UcdUniPk; md5sum=5c23409d702df66e0f9f6d49b33c09fc;
Download	K562	GATA2	wgEncodeEH000683	205 KB	lab=USC; view=Peaks; treatment=None; antibody=GATA-2; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000672; quality=good; tableName=wgEncodeAwgTfbsSydhK562Gata2UcdUniPk; md5sum=d8a5c4c804e81003b62d935342fc3d90;
Download	K562	GATA2	wgEncodeEH001208	254 KB	lab=UChicago; view=Peaks; treatment=None; antibody=eGFP-GATA2; control=Control_eGFP-GATA2; dataVersion=ENCODE Mar 2012 Freeze; controlId=K562/Input/Control_eGFP-GATA2; quality=good; tableName=wgEncodeAwgTfbsUchicagoK562Egata2UniPk; md5sum=e63afef401421b6fbeebf652134dbc99;
Download	K562	GATA2	wgEncodeEH001576	370 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=GATA2_(SC-267); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL2455; quality=good; tableName=wgEncodeAwgTfbsHaibK562Gata2sc267Pcr1xUniPk; md5sum=e5c8291072aebd09482d494b4005d14f;
Download	K562	GTF2B	wgEncodeEH000703	71 KB	lab=Harvard; view=Peaks; treatment=None; antibody=GTF2B; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000615; quality=good; tableName=wgEncodeAwgTfbsSydhK562Gtf2bUniPk; md5sum=2af8a0d0b64211340ab010313090d495;
Download	K562	GTF2F1	wgEncodeEH001823	94 KB	lab=Stanford; view=Peaks; treatment=None; antibody=GTF2F1_(AB28179); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001795; quality=caution; tableName=wgEncodeAwgTfbsSydhK562Gtf2f1ab28179IggrabUniPk; md5sum=28257b38b40809140b20425f50b5f4f3;
Download	K562	GTF3C2	wgEncodeEH000748	38 KB	lab=Harvard; view=Peaks; treatment=None; antibody=TFIIIC-110; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000615; quality=caution; tableName=wgEncodeAwgTfbsSydhK562Tf3c110UniPk; md5sum=681a04e51adecddaf94faf16273161ed;
Download	K562	HDAC1	wgEncodeEH002090	268 KB	lab=Broad; view=Peaks; treatment=None; antibody=HDAC1_(SC-6298); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000052; quality=good; tableName=wgEncodeAwgTfbsBroadK562Hdac1sc6298UniPk; md5sum=ecef3c5ce1af01f0734dcdfa1ab4bf72;
Download	K562	HDAC2	wgEncodeEH001622	126 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=HDAC2_(SC-6296); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1396; quality=good; tableName=wgEncodeAwgTfbsHaibK562Hdac2sc6296V0416102UniPk; md5sum=04e243baa6a1de58d7de8b9b48ff2241;
Download	K562	HDAC2	wgEncodeEH002091	119 KB	lab=Broad; view=Peaks; treatment=None; antibody=HDAC2_(A300-705A); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000052; quality=good; tableName=wgEncodeAwgTfbsBroadK562Hdac2a300705aUniPk; md5sum=2bf6a371fb7c4eec3d86f526fb14a520;
Download	K562	HDAC6	wgEncodeEH003093	28 KB	lab=Broad; view=Peaks; treatment=None; antibody=HDAC6_(A301-341A); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000052; quality=good; tableName=wgEncodeAwgTfbsBroadK562Hdac6a301341aUniPk; md5sum=f25a2091b62949f0bb5bc148732b3897;
Download	K562	HDAC8	wgEncodeEH001209	33 KB	lab=UChicago; view=Peaks; treatment=None; antibody=eGFP-HDAC8; control=Control_eGFP-HDAC8; dataVersion=ENCODE Mar 2012 Freeze; controlId=K562/Input/Control_eGFP-HDAC8; quality=caution; tableName=wgEncodeAwgTfbsUchicagoK562Ehdac8UniPk; md5sum=1f8ace8ff9a96c82fa610c66e7c4cc76;
Download	K562	HMGN3	wgEncodeEH001863	313 KB	lab=Harvard; view=Peaks; treatment=None; antibody=HMGN3; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000615; quality=good; tableName=wgEncodeAwgTfbsSydhK562Hmgn3UniPk; md5sum=c6cbf8a4780cdd21e1013a7a1d5909f7;
Download	K562	IRF1	wgEncodeEH001865	35 KB	lab=Stanford; view=Peaks; treatment=IFNa30; antibody=IRF1; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000655; quality=good; tableName=wgEncodeAwgTfbsSydhK562Irf1Ifna30UniPk; md5sum=3157329a64d818a0c23d87686943ccc3;
Download	K562	IRF1	wgEncodeEH001866	275 KB	lab=Stanford; view=Peaks; treatment=IFNg6h; antibody=IRF1; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000658; quality=good; tableName=wgEncodeAwgTfbsSydhK562Irf1Ifng6hUniPk; md5sum=cb432797b4b2530462b570f2fab7bf09;
Download	K562	IRF1	wgEncodeEH002798	213 KB	lab=Stanford; view=Peaks; treatment=IFNa6h; antibody=IRF1; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000656; quality=good; tableName=wgEncodeAwgTfbsSydhK562Irf1Ifna6hUniPk; md5sum=890683c293731ab8bcd604cb6eb7b28c;
Download	K562	IRF1	wgEncodeEH002799	260 KB	lab=Stanford; view=Peaks; treatment=IFNg30; antibody=IRF1; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000657; quality=good; tableName=wgEncodeAwgTfbsSydhK562Irf1Ifng30UniPk; md5sum=3a5a27108fac6f2d20f3f551c25a3c3f;
Download	K562	JUN	wgEncodeEH000620	188 KB	lab=Yale; view=Peaks; treatment=None; antibody=c-Jun; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000615; quality=good; tableName=wgEncodeAwgTfbsSydhK562CjunUniPk; md5sum=6159820c58e84a99842a9ebbb7fa7ef1;
Download	K562	JUN	wgEncodeEH000667	124 KB	lab=Yale; view=Peaks; treatment=IFNa6h; antibody=c-Jun; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000656; quality=good; tableName=wgEncodeAwgTfbsSydhK562CjunIfna6hUniPk; md5sum=60c06afa2975041af94b874ef7689814;
Download	K562	JUN	wgEncodeEH000668	156 KB	lab=Yale; view=Peaks; treatment=IFNg6h; antibody=c-Jun; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000658; quality=good; tableName=wgEncodeAwgTfbsSydhK562CjunIfng6hUniPk; md5sum=e599343ee0b32d9057e51dfbe6940d15;
Download	K562	JUN	wgEncodeEH000673	179 KB	lab=Yale; view=Peaks; treatment=IFNg30; antibody=c-Jun; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000657; quality=good; tableName=wgEncodeAwgTfbsSydhK562CjunIfng30UniPk; md5sum=77134564319ae4470865d64342f001bf;
Download	K562	JUN	wgEncodeEH002805	212 KB	lab=Stanford; view=Peaks; treatment=IFNa30; antibody=c-Jun; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000655; quality=good; tableName=wgEncodeAwgTfbsSydhK562CjunIfna30UniPk; md5sum=7b1865f2f2f20a58c79238dd48cb3b4f;
Download	K562	JUNB	wgEncodeEH001210	267 KB	lab=UChicago; view=Peaks; treatment=None; antibody=eGFP-JunB; control=Control_eGFP-JunB; dataVersion=ENCODE Mar 2012 Freeze; controlId=K562/Input/Control_eGFP-JunB; quality=good; tableName=wgEncodeAwgTfbsUchicagoK562EjunbUniPk; md5sum=22f566e79d46b064e60618257dedb5eb;
Download	K562	JUND	wgEncodeEH001211	626 KB	lab=UChicago; view=Peaks; treatment=None; antibody=eGFP-JunD; control=Control_eGFP-JunD; dataVersion=ENCODE Mar 2012 Freeze; controlId=K562/Input/Control_eGFP-JunD; quality=good; tableName=wgEncodeAwgTfbsUchicagoK562EjundUniPk; md5sum=52f9e8eb6c1151b116f37e33a92cc7db;
Download	K562	JUND	wgEncodeEH002164	770 KB	lab=Stanford; view=Peaks; treatment=None; antibody=JunD; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001795; quality=good; tableName=wgEncodeAwgTfbsSydhK562JundIggrabUniPk; md5sum=b0042eea793dc0ab227a1cc603bb0d51;
Download	K562	KAP1	wgEncodeEH001764	128 KB	lab=USC; view=Peaks; treatment=None; antibody=KAP1; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000672; quality=good; tableName=wgEncodeAwgTfbsSydhK562Kap1UcdUniPk; md5sum=edcfaf55f6c378a87cd87cb201700fad;
Download	K562	KDM5B	wgEncodeEH002085	361 KB	lab=Broad; view=Peaks; treatment=None; antibody=PLU1; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000052; quality=good; tableName=wgEncodeAwgTfbsBroadK562Plu1UniPk; md5sum=5c8486ae22e8f3cf1516eb3738a15405;
Download	K562	MAFF	wgEncodeEH002804	543 KB	lab=Stanford; view=Peaks; treatment=None; antibody=MafF_(M8194); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001795; quality=good; tableName=wgEncodeAwgTfbsSydhK562MaffIggrabUniPk; md5sum=0d535e4e5c04e2ed740bbe9db46cc9e0;
Download	K562	MAFK	wgEncodeEH001844	479 KB	lab=Stanford; view=Peaks; treatment=None; antibody=MafK_(ab50322); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001795; quality=good; tableName=wgEncodeAwgTfbsSydhK562Mafkab50322IggrabUniPk; md5sum=446f66ea10ab3646bf4224888218d192;
Download	K562	MAX	wgEncodeEH001605	1.1 MB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=Max; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1396; quality=good; tableName=wgEncodeAwgTfbsHaibK562MaxV0416102UniPk; md5sum=ad10de6351cb5233b1f1e7d9bc062ac4;
